category,opendb_id,name,manufacturer,part_numbers,socket,cpu_tdp_w,motherboard_ram_type,motherboard_form_factor,ram_type,ram_generation,ram_capacity_gb,ram_modules_quantity,gpu_tdp_w,gpu_memory_gb,psu_wattage_w,psu_efficiency_rating,case_form_factor,case_supported_motherboard_form_factors,storage_type,storage_interface,storage_nvme,storage_capacity_gb,price,score,reviews,pricing_match_sku,source_file
PSU,03c4f4aa-4946-4a52-826a-6cdd6b11fa59,Asus ROG THOR 850P Black / Red 850W Fully Modular 80+ Platinum,Asus,ROG-THOR-850P|90YE0090-B001N0|90YE0090-B001A0|90YE0090-B001W0,,,,,,,,,,,850,80+ Platinum,,,,,,,215.1157025,10,8,90YE0090-B001N0,PSU/03c4f4aa-4946-4a52-826a-6cdd6b11fa59.json
PSU,047c53fe-fb67-4fbd-b632-76ed4463d32b,EVGA 600 W1 600W Non-Modular 80+ Certified,EVGA,100-W1-0600-K1|100-W1-0600-K2|100-W1-0600-K3,,,,,,,,,,,600,80+,,,,,,,49.99,9.24,414,100-W1-0600-K2,PSU/047c53fe-fb67-4fbd-b632-76ed4463d32b.json
PSU,060e7a09-ae27-4ab2-bd48-0f80189ebbeb,Asus ROG Strix White 850W Fully Modular 80+ Gold,Asus,ROG-STRIX-850G-WHITE|90YE00A4-B0NA00|90YE00A4-B0AA00|90YE00A4-BMAA00|90YE00A4-B0UA00,,,,,,,,,,,850,80+ Gold,,,,,,,183.6363636,9.2,5,90YE00A4-B0NA00,PSU/060e7a09-ae27-4ab2-bd48-0f80189ebbeb.json
PSU,07aed735-f5f9-4beb-bfc2-09ca33aed055,Corsair TX550M Gold 550W 80+ Gold Certified Semi-Modular,Corsair,CP-9020133-NA|CP-9020133-UK|CP-9020133-EU,,,,,,,,,,,550,80+ Gold,,,,,,,79.9,9.46,92,CP-9020133-EU,PSU/07aed735-f5f9-4beb-bfc2-09ca33aed055.json
PSU,08501033-5dff-4a56-9bdb-f8dae315f3a7,Silverstone Essential Black / Blue 750W Semi-Modular 80+ Gold Certified ATX,Silverstone,SST-ET750-HG,,,,,,,,,,,750,80+ Gold,,,,,,,137.99,0,0,SST-ET750-HG,PSU/08501033-5dff-4a56-9bdb-f8dae315f3a7.json
PSU,0a5fabee-74d8-4a72-97f7-f7f4de37b26e,BitFenix Formula Gold 650W Non-Modular 80+ Gold Certified,BitFenix,BP-FM650ULAG-7R|BP-FM650ULAG-8R|BP-FM650ULAG-9R,,,,,,,,,,,650,80+ Gold,,,,,,,79.99,9.39,66,BP-FM650ULAG-9R,PSU/0a5fabee-74d8-4a72-97f7-f7f4de37b26e.json
PSU,0a8edfe3-1f88-429b-ba03-7401b52ed0ee,NOX Hummer GD 750W Non-Modular 80+ Gold Certified,NOX,NXHUMMER750GD,,,,,,,,,,,750,80+ Gold,,,,,,,87.98,9.39,257,NXHUMMER750GD,PSU/0a8edfe3-1f88-429b-ba03-7401b52ed0ee.json
PSU,0af73dac-c36d-4ddd-94d6-36370cbba30a,be quiet! Straight Power 11 750W Fully Modular Power Supply 80 PLUS Gold,be quiet!,BN640|BN281,,,,,,,,,,,750,80+ Gold,,,,,,,88.50413223,0,0,BN281,PSU/0af73dac-c36d-4ddd-94d6-36370cbba30a.json
PSU,0dda129a-fc56-49f0-9e24-dc65e272c49b,SeaSonic S12II ATX 520W Non-Modular 80+ Bronze Certified,SeaSonic,S12II 520 Bronze|S12II-520|SS-520GB|SS-520GB F3,,,,,,,,,,,520,80+ Bronze,,,,,,,64.99,9.73,48,SS-520GB,PSU/0dda129a-fc56-49f0-9e24-dc65e272c49b.json
PSU,0e4c5b20-e6f7-44b2-80ab-156b9cdd3177,Corsair HX850i ATX 850W 80+ Platinum Certified Fully Modular,Corsair,CP-9020073|CP-9020073-UK|HX850i|CMPSU-HX850i|CP-9020073-NA|CP-9020073-EU,,,,,,,,,,,850,80+ Platinum,,,,,,,177.0165289,9.6,109,CP-9020073-EU,PSU/0e4c5b20-e6f7-44b2-80ab-156b9cdd3177.json
PSU,0f50304e-9669-4b02-882e-e12de7e8f88e,SeaSonic CORE GC-500 500W Non-Modular 80+ Gold Certified ATX,SeaSonic,CORE-GC-500|CORE-GM-500|SSR-500LM,,,,,,,,,,,500,80+ Gold,,,,,,,75.99,9.52,63,SSR-500LM,PSU/0f50304e-9669-4b02-882e-e12de7e8f88e.json
PSU,11bfbb55-831b-4245-889e-7ccdc085b78c,Deepcool DA700N Black ATX 700W Non-Modular 80+ Bronze Certified,Deepcool,DP-BZ-DA700N,,,,,,,,,,,700,80+ Bronze,,,,,,,64,0,0,DP-BZ-DA700N,PSU/11bfbb55-831b-4245-889e-7ccdc085b78c.json
PSU,12bfad66-03e3-42fd-9c37-d0e52d4cf3fd,SeaSonic PRIME Black ATX 650W Fully Modular 80+ Gold Certified,SeaSonic,PRIME-GX-650,,,,,,,,,,,650,80+ Gold,,,,,,,154,10,1,PRIME-GX-650,PSU/12bfad66-03e3-42fd-9c37-d0e52d4cf3fd.json
PSU,12f5af6e-04c0-4948-8120-ed30cfe0ca72,be quiet! Straight Power 11 Black ATX 750W Fully Modular 80+ Platinum Certified,be quiet!,BN642|BN307,,,,,,,,,,,750,80+ Platinum,,,,,,,120.5454545,0,0,BN307,PSU/12f5af6e-04c0-4948-8120-ed30cfe0ca72.json
PSU,1377719b-3e62-4de3-8b3d-ad29b974fcfa,KOLINK ENCLAVE Black 600W Fully Modular 80+ Gold,KOLINK,PGW-PS-KOL-017|KL-G600FM,,,,,,,,,,,600,80+ Gold,,,,,,,69.99,9.18,49,KL-G600FM,PSU/1377719b-3e62-4de3-8b3d-ad29b974fcfa.json
PSU,13fe1451-aff3-4f80-a4c1-6fff8d5bcece,Asus ROG STRIX 1000G Black ATX 1000W Fully Modular 80+ Gold Certified,Asus,ROG-STRIX-1000G|90YE00A5-B0NA00|90YE00A5-B0AA00|90YE00A5-BMAA00,,,,,,,,,,,1000,80+ Gold,,,,,,,249.01,0,0,90YE00A5-B0NA00,PSU/13fe1451-aff3-4f80-a4c1-6fff8d5bcece.json
PSU,16eda082-bfd1-4161-860b-8166c78f95d9,Asus ROG THOR 1200P Black 1200W Fully Modular 80+ Platinum Certified ATX,Asus,ROG-THOR-1200P|90YE0080-B001N0|90YE0080-B001A0|90YE0080-B001W0,,,,,,,,,,,1200,80+ Platinum,,,,,,,319.8099174,7.33,6,90YE0080-B001N0,PSU/16eda082-bfd1-4161-860b-8166c78f95d9.json
PSU,1767609e-22c3-48fb-921f-9353e25f5e13,NZXT E650 ATX 650W Fully Modular 80+ Gold Certified,NZXT,NP-1PM-E650A|NP-1PM-E650A-US|NP-1PM-E650A-AU|NP-1PM-E650A-EU|NP-1PM-E650A-UK|NP-1PM-E650A-JP|NP-1PM-E650A-WO,,,,,,,,,,,650,80+ Gold,,,,,,,155.51,0,0,NP-1PM-E650A-EU,PSU/1767609e-22c3-48fb-921f-9353e25f5e13.json
PSU,18d4868d-e487-4636-8ce8-55f8e6d5641e,Enermax Revolution D.F. Black / Silver 750W 80+ Gold Fully Modular,Enermax,ERF750EWT|ERF750AWT,,,,,,,,,,,750,80+ Gold,,,,,,,96.74380165,0,0,ERF750EWT,PSU/18d4868d-e487-4636-8ce8-55f8e6d5641e.json
PSU,1904d6f1-b154-4eb3-bae7-79b50ca97770,Corsair RM850x (2018) ATX 850W Fully Modular 80+ Gold Certified,Corsair,CP-9020188-NA|CP-9020188-EU|CP-9020188-UK,,,,,,,,,,,850,80+ Gold,,,,,,,157.91,0,25,CP-9020188-EU,PSU/1904d6f1-b154-4eb3-bae7-79b50ca97770.json
PSU,1bcfba0c-5dd4-42b9-b078-37fec565dbdf,EVGA SuperNOVA 650 G3 650W Fully Modular 80+ Gold,EVGA,220-G3-0650|220-G3-0650-Y1|220-G3-0650-Y2|220-G3-0650-Y3,,,,,,,,,,,650,80+ Gold,,,,,,,134.4628099,9.44,78,220-G3-0650-Y2,PSU/1bcfba0c-5dd4-42b9-b078-37fec565dbdf.json
PSU,1e8bc737-88c2-4eb3-834b-caabfdb28f18,Corsair AX1600i ATX 1600W Fully Modular 80+ Titanium Certified,Corsair,CP-9020087-NA|CP-9020087-UK|CP-9020087-EU|CP-9020087-AU,,,,,,,,,,,1600,80+ Titanium,,,,,,,478.0247934,9.17,12,CP-9020087-EU,PSU/1e8bc737-88c2-4eb3-834b-caabfdb28f18.json
PSU,204636cf-bbc6-49da-ac4c-d6874a8c54c6,BitFenix Formula Gold 550W Non-Modular 80+ Gold,BitFenix,BP-FM550ULAG-7R|BP-FM550ULAG-8R|BP-FM550ULAG-9R,,,,,,,,,,,550,80+ Gold,,,,,,,69.99,9.47,72,BP-FM550ULAG-9R,PSU/204636cf-bbc6-49da-ac4c-d6874a8c54c6.json
PSU,2125dab0-1daf-4ccc-8279-0d1bd5e4f9ad,be quiet! System Power 9 Black ATX 600W Non-Modular 80+ Bronze Certified,be quiet!,BN247,,,,,,,,,,,600,80+ Bronze,,,,,,,74.76859504,0,0,BN247,PSU/2125dab0-1daf-4ccc-8279-0d1bd5e4f9ad.json
PSU,21564ec9-c6bc-41fd-9785-3be269710387,EVGA SuperNOVA 650 G2 650W Fully Modular 80+ Gold Certified ATX,EVGA,220-G2-0650-Y1|220-G2-0650-Y3|220-G2-0650-Y2,,,,,,,,,,,650,80+ Gold,,,,,,,109,9.76,33,220-G2-0650-Y2,PSU/21564ec9-c6bc-41fd-9785-3be269710387.json
PSU,221352ba-7dc6-4c34-87ce-31c3939f395d,Corsair HX750 Platinum 750W 80+ Platinum Certified Fully Modular,Corsair,CP-9020137-NA|CP-9020137-WW|CP-9020137-UK|CP-9020137-EU|CP-9020137-AU|CP-9020137-CN|CP-9020137-JP|CP-9020137-KR,,,,,,,,,,,750,80+ Platinum,,,,,,,160.3966942,9.45,53,CP-9020137-EU,PSU/221352ba-7dc6-4c34-87ce-31c3939f395d.json
PSU,221a7110-cdf1-44ca-a69f-de35c9bf8060,Cooler Master MasterWatt 550 ATX 550W 80+ Bronze Semi-Modular,Cooler Master,MPX-5501-AMAAB-US|MPX-5501-AMAAB-UK|MPX-5501-AMAAB-AU|MPX-5501-AMAAB-EU,,,,,,,,,,,550,80+ Bronze,,,,,,,62.21487603,9.75,8,MPX-5501-AMAAB-EU,PSU/221a7110-cdf1-44ca-a69f-de35c9bf8060.json
PSU,2243c3fb-65f6-4769-b6a6-734cb9455eca,Deepcool DQ750-M-V2L Black / Green 750W Fully Modular 80+ Gold Certified,Deepcool,DP-GD-DQ750-M-V2L|DP-DQ750-M-V2L,,,,,,,,,,,750,80+ Gold,,,,,,,105,0,0,DP-GD-DQ750-M-V2L,PSU/2243c3fb-65f6-4769-b6a6-734cb9455eca.json
PSU,2281bca6-6440-4c15-9989-6b094ef4633b,Thermaltake Smart RGB 230V ATX Black 600W Non-Modular 80+ Certified,Thermaltake,PS-SPR-0600NHSAWE-1|PS-SPR-0600NHSAWU-1,,,,,,,,,,,600,80+,,,,,,,64.99,8.93,165,PS-SPR-0600NHSAWE-1,PSU/2281bca6-6440-4c15-9989-6b094ef4633b.json
PSU,22f4573c-38f7-40c2-bb09-864e70ed766b,Enermax TRIATHLOR ECO 1000W Semi-Modular 80+ Bronze Certified,Enermax,ETL1000EWT-M,,,,,,,,,,,1000,80+ Bronze,,,,,,,107.69,8.83,41,ETL1000EWT-M,PSU/22f4573c-38f7-40c2-bb09-864e70ed766b.json
PSU,24eac6a3-3b59-421f-85bf-071ede580896,Nfortec Sagitta RGB Black 850W Fully Modular 80+ Gold Certified,Nfortec,NF-PSU-SAGITTA-850WM,,,,,,,,,,,850,80+ Gold,,,,,,,99.95,9.44,227,NF-PSU-SAGITTA-850WM,PSU/24eac6a3-3b59-421f-85bf-071ede580896.json
PSU,25c1c98a-d6fd-45f8-8f66-7c92ddf4d943,EVGA 850 BQ ATX 850W Semi-Modular 80+ Bronze Certified,EVGA,110-BQ-0850-V1|110-BQ-0850-V2|110-BQ-0850-V3,,,,,,,,,,,850,80+ Bronze,,,,,,,104.98,9.25,40,110-BQ-0850-V2,PSU/25c1c98a-d6fd-45f8-8f66-7c92ddf4d943.json
PSU,25d96966-9ec3-4e7c-8aae-4539e5d9d48c,EVGA 500 B1 500W 80+ Bronze Certified Non-Modular,EVGA,100-B1-0500-KR|100-B1-0500-K2|100-B1-0500-K3,,,,,,,,,,,500,80+ Bronze,,,,,,,54.95,10,1,100-B1-0500-K2,PSU/25d96966-9ec3-4e7c-8aae-4539e5d9d48c.json
PSU,260f1ab4-c00c-4249-b23e-1864a6682585,Corsair CXM ATX 750W Semi-Modular 80+ Bronze Certified,Corsair,CX750M|CP-9020061-UK|CMPSU-750CXM|CP-9020061-AU|CP-9020061-NA|CP-9020061-EU,,,,,,,,,,,750,80+ Bronze,,,,,,,99.46280992,9.25,661,CP-9020061-EU,PSU/260f1ab4-c00c-4249-b23e-1864a6682585.json
PSU,267ce838-86f0-4130-a66d-67b45f0296f3,EVGA SuperNOVA 850 G5 850W Fully Modular 80+ Gold Certified,EVGA,220-G5-0850-X1|220-G5-0850-X2|220-G5-0850-X3|850 G5,,,,,,,,,,,850,80+ Gold,,,,,,,140.446281,0,0,220-G5-0850-X2,PSU/267ce838-86f0-4130-a66d-67b45f0296f3.json
PSU,26b70d12-f73c-4bf6-8e3e-c81dfe966d22,SeaSonic Prime Fanless PX-500 Fanless ATX 500W Fully Modular 80+ Platinum Certified,SeaSonic,PRIME FANLESS PX-500|SSR-500PL|PRIME-PX-500,,,,,,,,,,,500,80+ Platinum,,,,,,,154.99,0,0,PRIME-PX-500,PSU/26b70d12-f73c-4bf6-8e3e-c81dfe966d22.json
PSU,290397e1-e621-434d-adda-6ad4b9b00f48,Thermaltake Toughpower iRGB PLUS 850W Fully Modular 80+ Platinum Certified ATX,Thermaltake,PS-TPI-0850F2FDPU-1|PS-TPI-0850F2FDPE-1,,,,,,,,,,,850,80+ Platinum,,,,,,,219.99,9.38,13,PS-TPI-0850F2FDPE-1,PSU/290397e1-e621-434d-adda-6ad4b9b00f48.json
PSU,296a196f-8cc8-4cef-9623-80ac8d98ec5c,Silverstone SFX 450W Fully Modular 80+ Gold,Silverstone,ST45SF-G|SST-ST45SF-G|SST-ST45SF-G v 2.0,,,,,,,,,,,450,80+ Gold,,,,,,,79,9.5,2,SST-ST45SF-G v 2.0,PSU/296a196f-8cc8-4cef-9623-80ac8d98ec5c.json
PSU,2a565116-6288-41e1-ba3b-65416cd2cfc7,BitFenix Whisper M 750W Fully Modular 80+ Gold Certified,BitFenix,BP-WG750UMAG-7FM|BP-WG750UMAG-0FM|BP-WG750UMAG-6FM|BP-WG750UMAG-8FM|BP-WG750UMAG-9FM,,,,,,,,,,,750,80+ Gold,,,,,,,109,9.71,41,BP-WG750UMAG-9FM,PSU/2a565116-6288-41e1-ba3b-65416cd2cfc7.json
PSU,2a7a3eda-186e-4e16-9af2-eda27c7a2eec,EVGA 650 GQ 650W 80+ Gold Semi-Modular,EVGA,210-GQ-0650|210-GQ-0650-V1|210-GQ-0650-V2|210-GQ-0650-V3,,,,,,,,,,,650,80+ Gold,,,,,,,99.98,9.54,136,210-GQ-0650-V2,PSU/2a7a3eda-186e-4e16-9af2-eda27c7a2eec.json
PSU,2af7cec1-b6e6-4e60-bc4a-4798e2ba67b3,EVGA 750 B3 750W Fully Modular 80+ Bronze Certified,EVGA,220-B3-0750-V1|220-B3-0750-V2|220-B3-0750-V3,,,,,,,,,,,750,80+ Bronze,,,,,,,94.99,9.48,104,220-B3-0750-V2,PSU/2af7cec1-b6e6-4e60-bc4a-4798e2ba67b3.json
PSU,2b09ea38-e342-48d8-9e9a-6d484cab7574,EVGA SuperNOVA 550 G2 550W Fully Modular 80+ Gold Certified,EVGA,220-G2-0550-Y1|220-G2-0550-Y3|220-G2-0550-Y2,,,,,,,,,,,550,80+ Gold,,,,,,,95.16528926,9,2,220-G2-0550-Y2,PSU/2b09ea38-e342-48d8-9e9a-6d484cab7574.json
PSU,2d352606-568c-427e-a398-ac37267fa784,Corsair RM750x White 750W 80+ Gold Certified Fully Modular ATX,Corsair,CP-9020155-NA|CP-9020155-UK|CP-9020155-EU|CP-9020155-AU|CP-9020155-CN|CP-9020155-JP|CP-9020155-KR|CP-9020155-WW|CP-9020155-TW,,,,,,,,,,,750,80+ Gold,,,,,,,149.99,9.74,200,CP-9020155-EU,PSU/2d352606-568c-427e-a398-ac37267fa784.json
PSU,2d8c7fc0-536a-4738-8afc-432ca63e42fc,Cooler Master V650 Gold V2 Black 650W Fully Modular 80+ Gold,Cooler Master,MPY-650V-AFBAG|MPY-650V-AFBAG-WO|MPY-650V-AFBAG-IN|MPY-650V-AFBAG-EU|MPY-650V-AFBAG-UK|MPY-650V-AFBAG-JP|MPY-650V-AFBAG-AU|MPY-650V-AFBAG-US|MPY-650V-AFBAG-KR,,,,,,,,,,,650,80+ Gold,,,,,,,125.0991736,0,0,MPY-650V-AFBAG-EU,PSU/2d8c7fc0-536a-4738-8afc-432ca63e42fc.json
PSU,2d92d811-dfd1-4abb-ac4b-382f5dc6b91c,Thermaltake Toughpower GF1 PE 650W 80+ Gold Fully Modular,Thermaltake,PS-TPD-0650FNFAGU-1|PS-TPD-0650FNFAGA-1|PS-TPD-0650FNFAGE-1|PS-TPD-0650FNFAGx-1,,,,,,,,,,,650,80+ Gold,,,,,,,124.99,10,9,PS-TPD-0650FNFAGE-1,PSU/2d92d811-dfd1-4abb-ac4b-382f5dc6b91c.json
PSU,2ee7face-229c-49d9-b362-fe2923f28ca0,EVGA 600 GD 600W Non-Modular 80+ Gold Certified,EVGA,100-GD-0600-V1|100-GD-0600-V2|100-GD-0600-V3|100-GD-0600-V4,,,,,,,,,,,600,80+ Gold,,,,,,,62.25619835,9.5,4,100-GD-0600-V2,PSU/2ee7face-229c-49d9-b362-fe2923f28ca0.json
PSU,2f7fa849-6bb5-4afb-afe2-f1c72f32da56,BitFenix Whisper M 650W 80+ Gold Fully Modular,BitFenix,BP-WG650UMAG-7FM|BP-WG650UMAG-0FM|BP-WG650UMAG-6FM|BP-WG650UMAG-8FM|BP-WG650UMAG-9FM,,,,,,,,,,,650,80+ Gold,,,,,,,99.99,9.49,39,BP-WG650UMAG-9FM,PSU/2f7fa849-6bb5-4afb-afe2-f1c72f32da56.json
PSU,2ffbbefa-756c-4aad-8eea-9c04246be336,be quiet! Straight Power 11 650W Fully Modular 80+ Gold Certified,be quiet!,BN282|BN618,,,,,,,,,,,650,80+ Gold,,,,,,,98.62809917,0,0,BN282,PSU/2ffbbefa-756c-4aad-8eea-9c04246be336.json
PSU,3164ba6e-b13e-4167-b364-1d418b84213a,Corsair RM750x White (2018) 750W 80+ Gold Certified Fully Modular ATX,Corsair,CP-9020187-NA|CP-9020187-EU|CP-9020187-UK,,,,,,,,,,,750,80+ Gold,,,,,,,139.9,9.25,80,CP-9020187-EU,PSU/3164ba6e-b13e-4167-b364-1d418b84213a.json
PSU,31bbd467-d2f9-4ac2-be2d-cbbf150f3e09,EVGA 650 B3 650W 80+ Bronze Certified Fully Modular,EVGA,220-B3-0650-V1|220-B3-0650-V3|220-B3-0650-V2,,,,,,,,,,,650,80+ Bronze,,,,,,,79.98,9.33,54,220-B3-0650-V2,PSU/31bbd467-d2f9-4ac2-be2d-cbbf150f3e09.json
PSU,324ed5a1-aa70-4d72-91d8-0b4b0e586bee,NOX URANO VX Black / Orange 650W Non-Modular 80+ Bronze Certified,NOX,NXURVX650BZ,,,,,,,,,,,650,80+ Bronze,,,,,,,39.16528926,9.31,1535,NXURVX650BZ,PSU/324ed5a1-aa70-4d72-91d8-0b4b0e586bee.json
PSU,333c9ca4-2f74-4b7d-8eae-8cc54894209c,Corsair CX550M ATX 550W Semi-Modular 80+ Bronze Certified,Corsair,CP-9020102-NA|CP-9020102-EU|CP-9020102-AU|CP-9020102-UK,,,,,,,,,,,550,80+ Bronze,,,,,,,73.54545455,9.43,79,CP-9020102-EU,PSU/333c9ca4-2f74-4b7d-8eae-8cc54894209c.json
PSU,33f7c2f4-102e-46f1-8428-002e7ae1c183,Corsair RM850x White 850W Fully Modular 80+ Gold Certified,Corsair,CP-9020156-NA|CP-9020156-UK|CP-9020156-EU|CP-9020156-AU|CP-9020156-CN|CP-9020156-JP|CP-9020156-KR|CP-9020156-WW|CP-9020156-TW,,,,,,,,,,,850,80+ Gold,,,,,,,167.98,9.5,80,CP-9020156-EU,PSU/33f7c2f4-102e-46f1-8428-002e7ae1c183.json
PSU,344e7721-7af8-4c89-b08a-7612f9b08240,NZXT C (2019) 750W Fully Modular 80+ Gold,NZXT,NP-C750M-US|NP-C750M-UK|NP-C750M-EU|NP-C750M-AU|NP-C750M-JP|NP-C750M-WO,,,,,,,,,,,750,80+ Gold,,,,,,,114.89,9.08,13,NP-C750M-EU,PSU/344e7721-7af8-4c89-b08a-7612f9b08240.json
PSU,34904155-d59b-4390-86db-77365a31dc76,EVGA 700 BR 700W Non-Modular 80+ Bronze Certified ATX,EVGA,100-BR-0700-K1|100-BR-0700-K2|100-BR-0700-K3,,,,,,,,,,,700,80+ Bronze,,,,,,,74,9.32,50,100-BR-0700-K2,PSU/34904155-d59b-4390-86db-77365a31dc76.json
PSU,37294701-6e9a-412d-9a8c-f4f33ccb7c36,Cooler Master MWE Black 700W Non-Modular 80+,Cooler Master,MPE-7001-ACABW|MPE-7001-ACABW-EU|MPE-7001-ACABW-AU|MPE-7001-ACABW-UK|MPE-7001-ACABW-US,,,,,,,,,,,700,80+,,,,,,,50,9.14,7,MPE-7001-ACABW-EU,PSU/37294701-6e9a-412d-9a8c-f4f33ccb7c36.json
PSU,3734d839-b142-4175-ba40-990f55d4c416,EVGA 750 BQ 750W 80+ Bronze Certified Semi-Modular,EVGA,110-BQ-0750-V1|110-BQ-0750-V2|110-BQ-0750-V3,,,,,,,,,,,750,80+ Bronze,,,,,,,89.99,9.1,189,110-BQ-0750-V2,PSU/3734d839-b142-4175-ba40-990f55d4c416.json
PSU,37ea6f42-7737-4bbb-9f18-f57ec4e1e6cf,BitFenix Whisper M 850W Fully Modular 80+ Gold Certified,BitFenix,BP-WG850UMAG-7FM|BP-WG850UMAG-0FM|BP-WG850UMAG-6FM|BP-WG850UMAG-8FM|BP-WG850UMAG-9FM,,,,,,,,,,,850,80+ Gold,,,,,,,119.9,10,7,BP-WG850UMAG-9FM,PSU/37ea6f42-7737-4bbb-9f18-f57ec4e1e6cf.json
PSU,3801ea50-079b-4eae-a4b8-5054e2a33703,EVGA 450 B1 ATX 450W Non-Modular 80+ Bronze Certified,EVGA,100-B1-0450-K1|100-B1-0450-K2|100-B1-0450-K3,,,,,,,,,,,450,80+ Bronze,,,,,,,39.01652893,9.19,37,100-B1-0450-K2,PSU/3801ea50-079b-4eae-a4b8-5054e2a33703.json
PSU,383a86fe-98f5-46c3-bd52-da307639ce17,Cooler Master MasterWatt 650W Semi-Modular 80+ Bronze Certified ATX,Cooler Master,MPX-6501-AMAAB-US|MPX-6501-AMAAB-EU|MPX-6501-AMAAB-JP|MPX-6501-AMAAB-BR|MPX-6501-AMAAB-KR|MPX-6501-AMAAB-UK,,,,,,,,,,,650,80+ Bronze,,,,,,,74.98,9.58,48,MPX-6501-AMAAB-EU,PSU/383a86fe-98f5-46c3-bd52-da307639ce17.json
PSU,3cc6bb00-5ef1-4c59-9244-9715eceb8bd7,Corsair RM750i 750W Fully Modular 80+ Gold,Corsair,CP-9020082-NA|CP-9020082-EU|CP-9020082-UK,,,,,,,,,,,750,80+ Gold,,,,,,,162.9,9.55,142,CP-9020082-EU,PSU/3cc6bb00-5ef1-4c59-9244-9715eceb8bd7.json
PSU,3cca4f16-79f9-4bf8-8039-7e01145eb3c8,Corsair RM650i 650W 80+ Gold Fully Modular,Corsair,CP-9020081-NA|CP-9020081-UK|CP-9020081-EU|CP-9020081-AU,,,,,,,,,,,650,80+ Gold,,,,,,,156.9,9.47,57,CP-9020081-EU,PSU/3cca4f16-79f9-4bf8-8039-7e01145eb3c8.json
PSU,402a934c-7af2-4318-95b7-0317cfc1007c,Corsair RM750x (2018) 750W Fully Modular 80+ Gold Certified,Corsair,CP-9020179-NA|CP-9020179-EU|CP-9020092-UK|CP-9020179-UK,,,,,,,,,,,750,80+ Gold,,,,,,,120.4132231,9.63,479,CP-9020179-EU,PSU/402a934c-7af2-4318-95b7-0317cfc1007c.json
PSU,40d44975-9b2f-445a-a127-92cfd964f197,Thermaltake Toughpower GF1 PE 850W Fully Modular 80+ Gold Certified,Thermaltake,PS-TPD-0850FNFAGU-1|PS-TPD-0850FNFAGx-1|PS-TPD-0850FNFAGA-1|PS-TPD-0850FNFAGE-1,,,,,,,,,,,850,80+ Gold,,,,,,,159.99,9.6,15,PS-TPD-0850FNFAGE-1,PSU/40d44975-9b2f-445a-a127-92cfd964f197.json
PSU,436e64fa-65b2-4d76-bef2-924fdf94e99c,Thermaltake Toughpower GX1 600W Semi-Modular 80+ Gold,Thermaltake,PS-TPD-0700NNFAGE-1,,,,,,,,,,,600,80+ Gold,,,,,,,99,9.09,11,PS-TPD-0700NNFAGE-1,PSU/436e64fa-65b2-4d76-bef2-924fdf94e99c.json
PSU,4461f8aa-c41e-400f-8984-4c7b5c139c5d,SeaSonic CORE GM 650W Semi-Modular 80+ Gold Certified,SeaSonic,CORE-GM-650,,,,,,,,,,,650,80+ Gold,,,,,,,99.99,9.67,6,CORE-GM-650,PSU/4461f8aa-c41e-400f-8984-4c7b5c139c5d.json
PSU,4485976a-8503-403e-bab3-16ccd1d789f7,SeaSonic FOCUS GX Black 550W Fully Modular 80+ Gold Certified,SeaSonic,FOCUS-GX-550,,,,,,,,,,,550,80+ Gold,,,,,,,98.03305785,9,2,FOCUS-GX-550,PSU/4485976a-8503-403e-bab3-16ccd1d789f7.json
PSU,45846f7d-a07b-4101-a585-f2b1c7b92d18,be quiet! System Power 9 Black ATX 700W Non-Modular 80+ Bronze Certified,be quiet!,BN248,,,,,,,,,,,700,80+ Bronze,,,,,,,68.27272727,0,0,BN248,PSU/45846f7d-a07b-4101-a585-f2b1c7b92d18.json
PSU,45a1cea4-65c7-4c19-b771-803c37d9ceee,SeaSonic FOCUS Plus 750W 80+ Gold Fully Modular,SeaSonic,SSR-750FX,,,,,,,,,,,750,80+ Gold,,,,,,,104.98,9.88,33,SSR-750FX,PSU/45a1cea4-65c7-4c19-b771-803c37d9ceee.json
PSU,47c94b5c-f2b5-46bb-abf5-dfc31c65c34f,Seasonic PRIME Black 850W Fully Modular 80+ Gold Certified,SeaSonic,PRIME-GX-850,,,,,,,,,,,850,80+ Gold,,,,,,,183.5289256,8,3,PRIME-GX-850,PSU/47c94b5c-f2b5-46bb-abf5-dfc31c65c34f.json
PSU,4816ef62-1c81-41d8-b7be-2866c3b8c3f4,SeaSonic PRIME Ultra Gold 550W Fully Modular 80+ Gold Certified,SeaSonic,SSR-550GD2,,,,,,,,,,,550,80+ Gold,,,,,,,139,0,0,SSR-550GD2,PSU/4816ef62-1c81-41d8-b7be-2866c3b8c3f4.json
PSU,4af3f42d-57c1-4403-a533-9c28c18c28fc,Cougar GEX Black ATX 750W Fully Modular 80+ Gold,Cougar,GEX750|31GE075002P01,,,,,,,,,,,750,80+ Gold,,,,,,,94.66942149,0,0,31GE075002P01,PSU/4af3f42d-57c1-4403-a533-9c28c18c28fc.json
PSU,4b1f289b-fe1e-4202-acda-91847dce0a35,Enermax Revolution D.F. 650W Fully Modular 80+ Gold Certified,Enermax,ERF650AWT,,,,,,,,,,,650,80+ Gold,,,,,,,84.82644628,0,0,ERF650AWT,PSU/4b1f289b-fe1e-4202-acda-91847dce0a35.json
